Account No,Hour,DayOfWeek,DayOfMonth,MonthOfYear,Third Party Name,Amount,Prediction,Risk Category
930277104.0,9,2,5,4,sportsdirect,39.98,1.0,No Risk
930277104.0,9,2,22,2,cooplocal,43.83,1.0,No Risk
930277104.0,9,3,9,2,cooplocal,119.76,1.0,No Risk
930277104.0,9,4,1,9,sportsdirect,28.25,1.0,No Risk
930277104.0,9,5,3,6,sportsdirect,9.99,1.0,No Risk
930277104.0,10,0,20,3,fatface,97.99,1.0,No Risk
930277104.0,10,2,15,11,sportsdirect,85.81,1.0,No Risk
930277104.0,10,4,20,1,sportsdirect,131.98,1.0,No Risk
930277104.0,10,4,28,4,revella,109.49,1.0,No Risk
930277104.0,10,5,30,9,fatface,235.2,-1.0,Medium Risk
930277104.0,10,5,30,9,revella,79.07,1.0,No Risk
930277104.0,10,6,9,4,tesco,36.09,1.0,No Risk
930277104.0,10,6,13,8,tesco,162.04,-1.0,Medium Risk
930277104.0,11,3,16,11,topshop,220.49,1.0,No Risk
930277104.0,11,3,23,11,topshop,62.99,1.0,No Risk
930277104.0,11,5,8,7,sportsdirect,63.24,1.0,No Risk
930277104.0,11,6,25,6,cooplocal,92.49,1.0,No Risk
930277104.0,13,0,4,12,justeat,43.13,1.0,No Risk
930277104.0,14,1,6,6,sportsdirect,25.0,1.0,No Risk
930277104.0,17,0,6,11,sportsdirect,28.89,1.0,No Risk
930277104.0,21,1,6,6,selfridges,6.13,1.0,No Risk
930277104.0,21,2,1,11,deliveroo,33.18,1.0,No Risk
932820758.0,8,3,26,1,tesco,39.65,1.0,No Risk
932820758.0,9,2,4,1,gamestation,119.97,1.0,No Risk
932820758.0,9,4,2,6,tesco,16.93,1.0,No Risk
932820758.0,10,5,7,1,gamestation,99.98,1.0,No Risk
932820758.0,13,1,3,10,tesco,37.96,1.0,No Risk
932820758.0,13,6,9,4,tesco,106.76,1.0,No Risk
932820758.0,13,6,17,9,tesco,52.01,1.0,No Risk
932820758.0,14,6,1,1,lloydspharmacy,5.8,1.0,No Risk
932820758.0,14,6,6,8,tesco,50.72,1.0,No Risk
932820758.0,18,5,25,11,tesco,12.21,-1.0,Low Risk
932820758.0,19,1,21,2,tesco,90.64,1.0,No Risk
932820758.0,19,2,1,11,tesco,64.92,-1.0,Low Risk
933491926.0,8,0,29,5,tesco,103.94,1.0,No Risk
933491926.0,8,3,21,9,tesco,30.77,1.0,No Risk
933491926.0,8,4,8,9,tesco,49.08,1.0,No Risk
933491926.0,8,4,20,1,tesco,68.44,1.0,No Risk
933491926.0,9,0,13,11,tesco,67.69,1.0,No Risk
933491926.0,9,0,16,1,tesco,54.24,1.0,No Risk
933491926.0,9,0,22,5,tesco,68.93,1.0,No Risk
933491926.0,9,0,23,10,tesco,42.08,1.0,No Risk
933491926.0,9,2,25,10,tesco,68.84,1.0,No Risk
933491926.0,9,3,2,2,hobbylobby,9.99,1.0,No Risk
933491926.0,9,3,10,8,theworks,23.96,1.0,No Risk
933491926.0,9,3,17,8,blackwell's,39.95,1.0,No Risk
933491926.0,9,5,1,4,sportsdirect,80.98,1.0,No Risk
933491926.0,9,5,11,11,matalan,231.0,-1.0,Medium Risk
933491926.0,9,6,16,7,theworks,11.98,1.0,No Risk
933491926.0,10,6,23,4,topshop,158.5,-1.0,Medium Risk
933491926.0,11,0,13,2,matalan,235.0,1.0,No Risk
933491926.0,11,0,17,4,sportsdirect,35.97,1.0,No Risk
933491926.0,11,0,20,11,tesco,96.68,1.0,No Risk
933491926.0,11,1,18,4,theworks,14.98,1.0,No Risk
933491926.0,12,0,26,6,fatface,161.5,1.0,No Risk
933491926.0,12,0,28,8,blackwell's,6.99,1.0,No Risk
933491926.0,13,0,23,10,fivesensesart,3.49,1.0,No Risk
933491926.0,13,0,26,6,topshop,134.0,1.0,No Risk
933491926.0,14,1,31,1,gamestation,49.99,1.0,No Risk
933491926.0,15,0,13,2,matalan,178.0,1.0,No Risk
933491926.0,16,0,10,4,sportsdirect,5.99,1.0,No Risk
933491926.0,17,1,10,10,theworks,34.95,1.0,No Risk
933491926.0,18,1,31,10,hobbylobby,15.0,1.0,No Risk
933491926.0,19,3,3,8,justeat,21.3,1.0,No Risk
933491926.0,19,4,8,9,deliveroo,17.24,1.0,No Risk
933491926.0,20,1,3,10,tesco,44.76,1.0,No Risk
933491926.0,20,5,8,7,sainsbury,61.65,1.0,No Risk
933491926.0,20,5,25,3,tesco,41.99,1.0,No Risk
933491926.0,21,4,10,3,tesco,80.01,1.0,No Risk
933745726.0,8,0,24,4,tesco,114.53,1.0,No Risk
933745726.0,8,4,31,3,tesco,157.86,1.0,No Risk
933745726.0,9,0,30,1,tesco,263.68,1.0,No Risk
933745726.0,9,6,1,1,blackwell's,12.98,1.0,No Risk
933745726.0,10,2,25,1,cex,119.97,1.0,No Risk
933745726.0,10,4,13,1,tesco,224.76,1.0,No Risk
933745726.0,10,6,23,4,wool,51.0,1.0,No Risk
933745726.0,11,4,20,1,topshop,19.43,1.0,No Risk
933745726.0,12,0,22,5,blackwell's,37.95,1.0,No Risk
933745726.0,12,4,12,5,theworks,21.97,1.0,No Risk
933745726.0,13,2,31,5,topshop,49.5,1.0,No Risk
933745726.0,18,0,10,7,tesco,138.91,1.0,No Risk
936813994.0,8,0,12,6,tesco,71.52,1.0,No Risk
936813994.0,8,0,23,10,tesco,125.8,1.0,No Risk
936813994.0,8,5,15,4,tesco,119.36,1.0,No Risk
936813994.0,9,1,31,10,blackwell's,32.95,1.0,No Risk
936813994.0,9,3,31,8,sportsdirect,42.97,1.0,No Risk
936813994.0,9,4,1,9,revella,67.5,1.0,No Risk
936813994.0,9,4,31,3,blackwell's,26.97,1.0,No Risk
936813994.0,10,5,30,9,sportsdirect,51.99,1.0,No Risk
936813994.0,10,6,4,6,revella,32.99,1.0,No Risk
936813994.0,11,5,8,7,blackwell's,35.95,1.0,No Risk
936813994.0,11,6,5,11,revella,137.97,1.0,No Risk
936813994.0,12,0,9,1,revella,108.5,1.0,No Risk
936813994.0,12,0,25,9,tesco,114.25,1.0,No Risk
936813994.0,12,2,18,10,tesco,67.39,1.0,No Risk
936813994.0,12,3,24,8,deliveroo,18.0,1.0,No Risk
936813994.0,13,0,6,2,tesco,110.44,1.0,No Risk
936813994.0,13,2,4,10,tesco,125.31,1.0,No Risk
936813994.0,13,4,1,9,matalan,41.99,1.0,No Risk
936813994.0,14,0,9,1,fatface,78.49,1.0,No Risk
936813994.0,14,3,6,4,revella,43.49,1.0,No Risk
936813994.0,15,3,6,4,fatface,106.49,1.0,No Risk
936813994.0,15,4,21,7,revella,139.48,1.0,No Risk
936813994.0,16,4,21,7,fatface,80.5,1.0,No Risk
936813994.0,17,1,4,4,jdsports,22.0,1.0,No Risk
936813994.0,17,3,6,4,revella,102.48,1.0,No Risk
936813994.0,17,4,1,9,topshop,103.48,1.0,No Risk
936813994.0,17,4,10,2,blackwell's,33.96,1.0,No Risk
936813994.0,17,4,21,7,revella,87.98,1.0,No Risk
936813994.0,18,4,21,7,fatface,117.98,1.0,No Risk
936813994.0,18,4,24,11,tesco,85.94,1.0,No Risk
936813994.0,19,1,7,3,tesco,96.44,1.0,No Risk
936813994.0,20,4,20,1,tesco,113.4,1.0,No Risk
936917570.0,3,2,8,3,justeat,37.69,1.0,No Risk
936917570.0,8,0,13,2,tesco,52.41,1.0,No Risk
936917570.0,9,0,31,7,tesco,53.94,-1.0,Low Risk
936917570.0,9,3,12,1,tesco,102.08,1.0,No Risk
936917570.0,10,6,22,1,tesco,112.64,-1.0,Medium Risk
936917570.0,12,6,5,11,tesco,28.79,-1.0,Low Risk
936917570.0,13,3,4,5,tesco,123.49,1.0,No Risk
936917570.0,13,6,15,10,tesco,8.83,1.0,No Risk
938992364.0,3,6,12,11,deliveroo,29.69,-1.0,Low Risk
938992364.0,5,2,15,2,topshop,27.76,1.0,No Risk
938992364.0,9,1,1,8,jdsports,95.07,1.0,No Risk
938992364.0,9,1,14,2,tesco,62.47,1.0,No Risk
938992364.0,9,4,1,9,blackwell's,25.99,1.0,No Risk
938992364.0,9,4,3,3,blackwell's,61.98,1.0,No Risk
938992364.0,9,4,3,3,sportsdirect,67.05,1.0,No Risk
938992364.0,9,6,1,10,blackwell's,47.98,1.0,No Risk
938992364.0,10,1,17,1,sportsdirect,155.13,1.0,No Risk
938992364.0,10,6,17,9,tesco,117.5,1.0,No Risk
938992364.0,11,5,25,2,sportsdirect,20.01,1.0,No Risk
938992364.0,11,6,7,5,tesco,67.75,1.0,No Risk
938992364.0,12,2,25,1,fivesensesart,9.0,1.0,No Risk
938992364.0,12,3,9,2,sportsdirect,10.0,1.0,No Risk
938992364.0,12,6,2,4,revella,102.87,1.0,No Risk
938992364.0,13,5,1,4,jdsports,113.09,1.0,No Risk
938992364.0,13,6,2,4,revella,107.07,1.0,No Risk
938992364.0,13,6,5,2,tesco,100.46,1.0,No Risk
938992364.0,14,4,1,12,jdsports,35.03,1.0,No Risk
938992364.0,14,5,3,6,tesco,140.76,1.0,No Risk
938992364.0,15,4,1,12,jdsports,94.06,1.0,No Risk
938992364.0,15,6,2,4,revella,233.09,1.0,No Risk
938992364.0,16,1,7,2,jdsports,34.02,1.0,No Risk
938992364.0,17,4,1,9,jdsports,213.18,1.0,No Risk
938992364.0,18,3,3,8,deliveroo,26.24,1.0,No Risk
939972497.0,4,0,23,1,lloydspharmacy,25.93,-1.0,Low Risk
939972497.0,4,3,30,3,deliveroo,24.95,-1.0,Low Risk
939972497.0,8,5,21,1,tesco,76.77,1.0,No Risk
939972497.0,9,5,1,4,brilliantbrushes,19.99,1.0,No Risk
939972497.0,9,6,23,7,fivesensesart,25.98,1.0,No Risk
939972497.0,10,5,26,8,matalan,45.0,1.0,No Risk
939972497.0,10,6,3,9,tesco,65.97,1.0,No Risk
939972497.0,11,6,5,2,matalan,71.48,1.0,No Risk
939972497.0,11,6,15,1,reebok,72.99,1.0,No Risk
939972497.0,12,5,11,2,reebok,82.99,1.0,No Risk
939972497.0,12,5,19,8,fivesensesart,19.99,1.0,No Risk
939972497.0,12,6,12,11,brilliantbrushes,3.0,1.0,No Risk
939972497.0,15,0,26,6,reebok,57.98,1.0,No Risk
939972497.0,15,0,27,2,tesco,30.06,1.0,No Risk
939972497.0,15,1,11,7,fivesensesart,1.5,1.0,No Risk
939972497.0,15,1,28,3,blackwell's,39.96,1.0,No Risk
939972497.0,15,2,1,2,tesco,47.82,1.0,No Risk
939972497.0,15,2,10,5,blackwell's,6.99,1.0,No Risk
939972497.0,15,4,5,5,fivesensesart,89.97,1.0,No Risk
939972497.0,16,0,26,6,brilliantbrushes,35.98,1.0,No Risk
939972497.0,16,1,4,7,topshop,40.98,1.0,No Risk
939972497.0,16,1,19,9,fivesensesart,27.97,1.0,No Risk
939972497.0,16,1,31,10,reebok,40.99,1.0,No Risk
939972497.0,16,2,5,7,sportsdirect,31.99,1.0,No Risk
939972497.0,16,4,6,1,theworks,20.97,1.0,No Risk
939972497.0,16,4,9,6,fittedstitch,54.48,1.0,No Risk
939972497.0,16,4,10,2,tesco,97.46,1.0,No Risk
939972497.0,16,6,6,8,sportsdirect,31.99,1.0,No Risk
939972497.0,17,0,30,1,blackwell's,35.95,1.0,No Risk
939972497.0,17,1,27,6,reebok,41.99,1.0,No Risk
939972497.0,17,1,28,11,tesco,68.55,1.0,No Risk
939972497.0,17,3,2,3,reebok,59.98,1.0,No Risk
939972497.0,17,4,8,9,matalan,45.0,1.0,No Risk
939972497.0,17,4,8,9,topshop,22.98,1.0,No Risk
939972497.0,18,0,17,4,craftastic,29.99,1.0,No Risk
939972497.0,18,1,26,9,matalan,34.99,1.0,No Risk
939972497.0,18,1,28,2,craftastic,69.98,1.0,No Risk
939972497.0,18,3,5,10,tesco,159.64,1.0,No Risk
939972497.0,18,4,8,9,topshop,95.99,1.0,No Risk
939972497.0,18,4,9,6,topshop,69.0,1.0,No Risk
939972497.0,18,4,10,11,fatface,144.5,1.0,No Risk
939972497.0,19,2,27,9,tesco,44.05,1.0,No Risk
939972497.0,20,1,16,5,tesco,160.66,-1.0,Medium Risk
939972497.0,20,3,4,5,deliveroo,24.88,1.0,No Risk
939972497.0,20,3,12,1,tesco,64.78,1.0,No Risk
940569402.0,0,6,4,6,selfridges,17.25,1.0,No Risk
940569402.0,0,6,20,8,fatface,13.63,1.0,No Risk
940569402.0,2,4,6,10,deliveroo,22.75,1.0,No Risk
940569402.0,2,5,12,8,justeat,9.95,1.0,No Risk
940569402.0,3,0,4,12,justeat,7.5,1.0,No Risk
940569402.0,3,1,17,10,justeat,9.5,1.0,No Risk
940569402.0,3,1,21,11,sainsbury,40.1,1.0,No Risk
940569402.0,3,3,17,8,justeat,9.95,1.0,No Risk
940569402.0,3,3,21,9,justeat,16.94,1.0,No Risk
940569402.0,3,5,21,10,justeat,19.7,1.0,No Risk
940569402.0,3,6,13,8,tesco,43.12,1.0,No Risk
940569402.0,3,6,26,11,looselyfitted,1.66,1.0,No Risk
940569402.0,4,0,17,7,cooplocal,2.32,1.0,No Risk
940569402.0,4,0,18,9,justeat,6.99,1.0,No Risk
940569402.0,4,1,3,10,lloydspharmacy,45.41,1.0,No Risk
940569402.0,4,1,10,10,deliveroo,5.99,1.0,No Risk
940569402.0,4,1,24,10,deliveroo,18.9,1.0,No Risk
940569402.0,4,2,22,11,justeat,14.45,1.0,No Risk
940569402.0,4,2,28,6,amazon,3.87,1.0,No Risk
940569402.0,4,5,7,10,sainsbury,3.54,1.0,No Risk
940569402.0,4,5,18,11,amazon,74.89,1.0,No Risk
940569402.0,4,5,26,8,deliveroo,13.5,1.0,No Risk
940569402.0,5,0,21,8,fatface,1.23,1.0,No Risk
940569402.0,5,0,25,9,fittedstitch,32.72,1.0,No Risk
940569402.0,5,2,6,12,deliveroo,15.35,1.0,No Risk
940569402.0,5,3,1,6,fittedstitch,28.86,1.0,No Risk
940569402.0,5,3,17,8,sainsburylocal,37.3,1.0,No Risk
940569402.0,5,4,4,8,tesco,2.65,1.0,No Risk
940569402.0,5,4,15,9,deliveroo,22.24,1.0,No Risk
940569402.0,5,5,29,7,matalan,49.1,1.0,No Risk
940569402.0,5,6,1,10,revella,33.26,1.0,No Risk
940569402.0,5,6,2,7,fittedstitch,5.17,1.0,No Risk
940569402.0,6,1,5,12,topshop,53.97,1.0,No Risk
940569402.0,6,1,6,6,matalan,15.52,1.0,No Risk
940569402.0,6,1,20,6,boots,12.83,1.0,No Risk
940569402.0,6,1,24,10,tesco,5.29,1.0,No Risk
940569402.0,6,1,31,10,looselyfitted,19.1,1.0,No Risk
940569402.0,6,2,20,9,deliveroo,24.74,1.0,No Risk
940569402.0,6,4,7,7,revella,29.43,1.0,No Risk
940569402.0,7,1,4,7,selfridges,16.63,1.0,No Risk
940569402.0,7,4,24,11,sainsbury,2.13,1.0,No Risk
940569402.0,7,5,14,10,deliveroo,18.44,1.0,No Risk
940569402.0,8,1,7,11,sainsburylocal,22.12,1.0,No Risk
940569402.0,8,2,25,10,lloydspharmacy,33.24,1.0,No Risk
940569402.0,8,3,18,5,matalan,4.17,1.0,No Risk
940569402.0,8,4,9,6,tesco,29.09,1.0,No Risk
940569402.0,9,1,3,1,tesco,85.39,-1.0,Low Risk
940569402.0,9,4,4,8,tesco,50.53,1.0,No Risk
940569402.0,9,5,15,4,cooplocal,12.72,1.0,No Risk
940569402.0,9,5,18,11,revella,133.0,1.0,No Risk
940569402.0,9,5,21,1,tesco,86.64,1.0,No Risk
940569402.0,10,5,18,11,topshop,155.4,1.0,No Risk
940569402.0,10,5,19,8,matalan,97.3,1.0,No Risk
940569402.0,11,5,2,9,sainsburylocal,0.2,1.0,No Risk
940569402.0,11,5,13,5,theworks,10.09,1.0,No Risk
940569402.0,11,5,25,2,topshop,64.5,1.0,No Risk
940569402.0,11,6,29,1,cex,99.98,1.0,No Risk
940569402.0,12,5,2,9,deliveroo,14.1,1.0,No Risk
940569402.0,12,5,19,8,matalan,31.5,1.0,No Risk
940569402.0,12,6,15,1,tesco,42.67,1.0,No Risk
940569402.0,13,5,4,11,boots,13.25,1.0,No Risk
940569402.0,13,5,18,11,revella,35.0,1.0,No Risk
940569402.0,13,5,25,2,matalan,70.0,1.0,No Risk
940569402.0,13,6,14,5,fatface,130.9,1.0,No Risk
940569402.0,13,6,14,5,revella,109.9,1.0,No Risk
940569402.0,13,6,16,7,revella,154.0,1.0,No Risk
940569402.0,13,6,20,8,deliveroo,11.95,1.0,No Risk
940569402.0,14,5,18,11,fatface,49.0,1.0,No Risk
940569402.0,14,5,18,11,topshop,145.6,1.0,No Risk
940569402.0,14,5,22,4,looselyfitted,137.9,1.0,No Risk
940569402.0,14,6,14,5,topshop,70.0,1.0,No Risk
940569402.0,15,6,7,5,tesco,37.34,1.0,No Risk
940569402.0,15,6,19,2,tesco,100.51,1.0,No Risk
940569402.0,17,0,4,9,amazon,14.33,1.0,No Risk
940569402.0,17,1,5,12,justeat,22.15,1.0,No Risk
940569402.0,17,1,31,10,justeat,16.44,1.0,No Risk
940569402.0,17,2,15,2,theworks,22.97,1.0,No Risk
940569402.0,17,2,26,4,theworks,14.04,1.0,No Risk
940569402.0,17,2,26,7,deliveroo,18.39,1.0,No Risk
940569402.0,17,3,5,10,deliveroo,17.19,1.0,No Risk
940569402.0,17,3,11,5,amazon,7.96,1.0,No Risk
940569402.0,17,3,26,10,deliveroo,16.35,1.0,No Risk
940569402.0,17,6,5,11,topshop,49.0,1.0,No Risk
940569402.0,18,0,6,2,revella,119.0,-1.0,Low Risk
940569402.0,18,0,16,10,matalan,140.0,1.0,No Risk
940569402.0,18,0,20,11,justeat,20.7,1.0,No Risk
940569402.0,18,1,18,7,justeat,20.25,1.0,No Risk
940569402.0,18,2,8,11,justeat,13.39,1.0,No Risk
940569402.0,18,2,13,9,tesco,91.18,1.0,No Risk
940569402.0,18,3,11,5,tesco,29.09,1.0,No Risk
940569402.0,18,6,5,11,revella,228.9,-1.0,Medium Risk
940569402.0,18,6,8,10,deliveroo,16.9,1.0,No Risk
940569402.0,19,1,1,8,deliveroo,9.4,1.0,No Risk
940569402.0,19,6,14,5,topshop,18.91,1.0,No Risk
940569402.0,20,2,3,5,tesco,73.46,1.0,No Risk
941285623.0,8,2,26,4,tesco,107.84,1.0,No Risk
941285623.0,9,0,30,10,brilliantbrushes,1.5,1.0,No Risk
941285623.0,9,1,1,8,brilliantbrushes,49.99,1.0,No Risk
941285623.0,9,1,5,12,sportsdirect,61.97,1.0,No Risk
941285623.0,9,1,14,2,fivesensesart,53.97,1.0,No Risk
941285623.0,9,2,1,3,brilliantbrushes,51.49,1.0,No Risk
941285623.0,9,2,15,2,tesco,165.35,1.0,No Risk
941285623.0,9,3,1,6,sportsdirect,32.97,1.0,No Risk
941285623.0,9,4,13,10,sportsdirect,32.98,1.0,No Risk
941285623.0,10,1,1,8,theworks,22.97,1.0,No Risk
941285623.0,10,1,3,10,brilliantbrushes,59.98,1.0,No Risk
941285623.0,10,2,19,4,matalan,90.97,1.0,No Risk
941285623.0,10,3,1,6,fivesensesart,6.99,1.0,No Risk
941285623.0,10,5,15,4,sportsdirect,84.98,1.0,No Risk
941285623.0,10,6,22,1,matalan,108.47,1.0,No Risk
941285623.0,11,5,11,2,fatface,180.6,1.0,No Risk
941285623.0,11,5,11,3,hobbylobby,35.96,1.0,No Risk
941285623.0,11,5,25,3,tesco,148.91,1.0,No Risk
941285623.0,11,6,6,8,tesco,127.74,1.0,No Risk
941285623.0,11,6,22,1,fatface,63.0,1.0,No Risk
941285623.0,11,6,29,10,fatface,27.3,1.0,No Risk
941285623.0,12,3,6,7,looselyfitted,96.6,1.0,No Risk
941285623.0,12,4,1,9,sportsdirect,12.99,1.0,No Risk
941285623.0,12,5,1,4,gamestation,49.99,1.0,No Risk
941285623.0,12,6,1,10,sportsdirect,29.99,1.0,No Risk
941285623.0,13,0,20,3,hobbylobby,16.5,1.0,No Risk
941285623.0,13,1,9,5,revella,6.99,1.0,No Risk
941285623.0,13,3,6,7,topshop,186.19,1.0,No Risk
941285623.0,13,4,2,6,deliveroo,31.89,1.0,No Risk
941285623.0,13,5,2,9,matalan,69.3,1.0,No Risk
941285623.0,13,5,11,3,brilliantbrushes,9.99,1.0,No Risk
941285623.0,14,1,3,10,matalan,31.5,1.0,No Risk
941285623.0,14,5,2,9,matalan,78.37,1.0,No Risk
941285623.0,14,6,16,4,tesco,77.01,1.0,No Risk
941285623.0,15,3,26,1,blackwell's,9.99,1.0,No Risk
941285623.0,15,6,22,1,fatface,81.16,1.0,No Risk
941285623.0,16,2,7,6,sainsbury,62.54,1.0,No Risk
941285623.0,16,2,19,4,topshop,118.3,1.0,No Risk
941285623.0,16,5,2,12,matalan,111.3,1.0,No Risk
941285623.0,16,5,11,11,sportsdirect,99.98,1.0,No Risk
941285623.0,17,0,1,5,sportsdirect,5.99,1.0,No Risk
941285623.0,17,2,17,5,fatface,55.3,1.0,No Risk
941285623.0,17,5,2,12,topshop,41.3,1.0,No Risk
941285623.0,17,5,11,2,topshop,55.3,1.0,No Risk
941285623.0,18,0,15,5,hobbylobby,65.94,1.0,No Risk
941285623.0,19,2,11,10,tesco,147.31,1.0,No Risk
943329213.0,4,0,24,4,deliveroo,40.42,-1.0,Medium Risk
943329213.0,7,5,28,10,matalan,11.93,1.0,No Risk
943329213.0,8,0,22,5,tesco,47.33,1.0,No Risk
943329213.0,8,0,27,2,tesco,93.25,1.0,No Risk
943329213.0,8,5,8,4,tesco,135.32,1.0,No Risk
943329213.0,9,1,1,8,matalan,172.9,1.0,No Risk
943329213.0,9,1,24,10,theworks,33.09,1.0,No Risk
943329213.0,9,3,18,5,matalan,127.0,1.0,No Risk
943329213.0,9,4,1,12,tesco,53.28,1.0,No Risk
943329213.0,10,3,19,10,blackwell's,20.06,1.0,No Risk
943329213.0,10,3,27,7,sportsdirect,52.97,1.0,No Risk
943329213.0,10,5,26,8,sportsdirect,45.17,1.0,No Risk
943329213.0,11,4,1,9,sainsburylocal,25.18,1.0,No Risk
943329213.0,11,6,10,9,sportsdirect,84.32,1.0,No Risk
943329213.0,12,3,18,5,blackwell's,29.96,1.0,No Risk
943329213.0,12,4,1,9,justeat,47.18,1.0,No Risk
943329213.0,12,4,10,2,tesco,41.04,1.0,No Risk
943329213.0,12,4,21,4,tesco,93.51,1.0,No Risk
943329213.0,12,5,14,10,theworks,15.04,1.0,No Risk
943329213.0,13,4,18,8,sportsdirect,30.02,1.0,No Risk
943329213.0,13,6,25,6,sportsdirect,25.0,1.0,No Risk
943329213.0,14,3,22,6,theworks,15.98,1.0,No Risk
943329213.0,15,5,12,8,theworks,9.99,1.0,No Risk
943329213.0,16,3,18,5,matalan,87.0,1.0,No Risk
943329213.0,16,5,21,1,tesco,34.45,1.0,No Risk
943329213.0,17,4,20,1,sportsdirect,57.98,1.0,No Risk
943329213.0,17,6,1,1,thecrown,10.4,-1.0,Low Risk
943329213.0,20,0,28,8,tesco,107.37,-1.0,Medium Risk
943829984.0,8,0,14,8,tesco,78.7,1.0,No Risk
943829984.0,9,0,9,1,tesco,43.34,1.0,No Risk
943829984.0,9,3,1,6,tesco,84.4,1.0,No Risk
943829984.0,9,4,20,1,sainsbury,77.88,1.0,No Risk
943829984.0,9,5,18,2,sportsdirect,31.99,1.0,No Risk
943829984.0,9,5,23,9,sainsbury,107.48,1.0,No Risk
943829984.0,9,6,8,10,topshop,35.0,1.0,No Risk
943829984.0,10,0,6,2,fatface,101.48,1.0,No Risk
943829984.0,10,2,1,2,wool,7.5,1.0,No Risk
943829984.0,10,2,6,12,revella,139.47,1.0,No Risk
943829984.0,10,2,18,1,sainsbury,36.28,1.0,No Risk
943829984.0,10,2,22,2,sportsdirect,19.99,1.0,No Risk
943829984.0,10,3,10,8,topshop,119.5,1.0,No Risk
943829984.0,10,6,8,10,hobbylobby,8.97,1.0,No Risk
943829984.0,11,0,6,2,sportsdirect,40.99,1.0,No Risk
943829984.0,11,0,8,5,wool,1.99,1.0,No Risk
943829984.0,11,1,13,6,tesco,75.26,1.0,No Risk
943829984.0,11,6,5,3,sainsbury,35.07,1.0,No Risk
943829984.0,12,0,6,2,topshop,131.97,1.0,No Risk
943829984.0,12,3,8,6,sainsbury,36.26,1.0,No Risk
943829984.0,13,0,3,7,sainsbury,75.18,1.0,No Risk
943829984.0,13,0,6,2,matalan,119.49,1.0,No Risk
943829984.0,13,1,24,10,sainsbury,85.73,1.0,No Risk
943829984.0,13,6,8,10,topshop,54.97,1.0,No Risk
943829984.0,15,5,1,4,matalan,128.96,1.0,No Risk
943829984.0,16,5,14,1,lloydspharmacy,4.12,1.0,No Risk
943829984.0,18,6,4,6,matalan,207.5,-1.0,Medium Risk
945054126.0,8,2,22,2,sainsbury,36.55,1.0,No Risk
945054126.0,8,4,7,4,sainsbury,74.27,1.0,No Risk
945054126.0,9,1,3,1,sainsbury,69.89,1.0,No Risk
945054126.0,9,1,31,1,sportsdirect,79.98,1.0,No Risk
945054126.0,9,1,31,1,theworks,25.96,1.0,No Risk
945054126.0,9,2,6,12,sportsdirect,12.99,1.0,No Risk
945054126.0,9,2,11,1,tesco,23.63,1.0,No Risk
945054126.0,9,2,31,5,sportsdirect,12.99,1.0,No Risk
945054126.0,9,5,28,10,sainsbury,36.78,1.0,No Risk
945054126.0,10,1,28,2,sportsdirect,42.98,1.0,No Risk
945054126.0,10,2,31,5,blackwell's,25.96,1.0,No Risk
945054126.0,10,4,31,3,sportsdirect,53.99,1.0,No Risk
945054126.0,10,5,18,11,sainsbury,39.55,1.0,No Risk
945054126.0,10,6,23,7,matalan,142.07,1.0,No Risk
945054126.0,11,0,1,5,theworks,11.98,1.0,No Risk
945054126.0,11,1,31,1,reebok,49.98,1.0,No Risk
945054126.0,11,3,2,3,matalan,67.17,1.0,No Risk
945054126.0,11,4,7,7,sportsdirect,41.98,1.0,No Risk
945054126.0,12,1,15,8,revella,95.16,1.0,No Risk
945054126.0,12,3,15,6,justeat,13.0,1.0,No Risk
945054126.0,12,6,14,5,sainsbury,72.17,1.0,No Risk
945054126.0,13,2,22,11,sainsbury,55.08,1.0,No Risk
945054126.0,13,6,19,11,sportsdirect,84.99,1.0,No Risk
945054126.0,14,0,17,7,sainsbury,100.15,1.0,No Risk
945054126.0,14,0,24,4,sainsbury,56.55,1.0,No Risk
945054126.0,18,0,13,3,deliveroo,10.04,1.0,No Risk
945054126.0,18,1,7,2,tesco,35.75,1.0,No Risk
945054126.0,20,1,13,6,sainsbury,29.9,1.0,No Risk
948069469.0,5,0,6,11,deliveroo,7.25,-1.0,Low Risk
948069469.0,8,0,12,6,tesco,43.03,1.0,No Risk
948069469.0,12,3,27,4,tesco,107.21,1.0,No Risk
948069469.0,12,4,14,4,tesco,43.45,1.0,No Risk
948069469.0,12,5,2,9,tesco,65.25,1.0,No Risk
948069469.0,18,3,16,2,deliveroo,16.84,1.0,No Risk
948069469.0,18,6,7,5,deliveroo,22.4,1.0,No Risk
948069469.0,19,0,10,4,tesco,26.69,1.0,No Risk
948069469.0,19,0,13,2,tesco,65.72,1.0,No Risk
948069469.0,19,1,8,8,sainsburylocal,76.12,1.0,No Risk
948069469.0,19,1,15,8,sainsburylocal,98.46,1.0,No Risk
948069469.0,19,1,22,8,sainsburylocal,84.39,1.0,No Risk
948069469.0,19,1,29,8,tesco,47.47,1.0,No Risk
948069469.0,19,2,22,3,tesco,54.04,1.0,No Risk
948069469.0,19,3,2,2,tesco,86.21,1.0,No Risk
948069469.0,20,5,21,1,tesco,79.06,1.0,No Risk
948069469.0,21,0,16,1,tesco,68.68,1.0,No Risk
948558249.0,6,4,3,11,amazon,44.71,1.0,No Risk
948558249.0,7,0,1,5,starbucks,3.2,1.0,No Risk
