,Account No,Hour,DayOfWeek,DayOfMonth,MonthOfYear,Third Party Account No,Third Party Name,Amount,Risk Category
128096,170637730.0,9,4,21,7,,tesco,107.73,No Risk
48703,696758548.0,18,4,10,3,,tesco,54.96,No Risk
137494,993238248.0,23,0,31,7,,netflix,15.99,No Risk
197142,350921975.0,17,0,30,10,,tesco,78.9,No Risk
208076,409971170.0,17,2,8,11,,looselyfitted,13.45,No Risk
109011,683319988.0,7,4,23,6,,selfridges,21.53,No Risk
16161,688712152.0,8,6,22,1,,sainsbury,49.76,Low Risk
211922,949032480.0,17,2,15,11,,theworks,12.83,No Risk
53101,996042490.0,8,2,22,3,,tesco,71.36,No Risk
99535,314980178.0,18,4,2,6,,tesco,116.86,No Risk
219055,215311171.0,8,2,29,11,,topshop,8.84,No Risk
223792,221868392.0,23,3,30,11,,blizzard,14.99,No Risk
145479,152616936.0,16,6,13,8,,fatface,110.59,No Risk
84095,788740658.0,13,1,9,5,,theworks,32.95,No Risk
104207,480557476.0,11,0,12,6,,theworks,16.0,No Risk
205976,364357875.0,3,6,5,11,,topshop,23.3,No Risk
162408,824916823.0,8,1,5,9,,amazon,1.67,No Risk
5607,587225252.0,17,6,1,1,,theworks,12.98,No Risk
78220,264550521.0,23,6,30,4,,amazon,7.99,No Risk
36818,783650950.0,11,4,24,2,,matalan,3.89,No Risk
158597,641376155.0,23,3,31,8,,netflix,15.99,No Risk
111474,149684419.0,19,2,28,6,,tesco,34.49,No Risk
112720,572384506.0,10,4,30,6,,amazon,17.81,No Risk
150333,930271460.0,20,2,23,8,,tesco,68.55,No Risk
186286,358846516.0,17,0,9,10,,reebok,28.0,No Risk
212956,274818272.0,18,4,17,11,,deliveroo,29.38,No Risk
85951,994214354.0,10,6,14,5,,fatface,81.87,No Risk
71851,547010927.0,9,0,24,4,,tesco,96.31,No Risk
148533,229205098.0,4,6,20,8,,selfridges,4.58,No Risk
72560,822718326.0,7,2,26,4,,fittedstitch,10.2,No Risk
16482,331450202.0,13,6,22,1,,tesco,13.27,No Risk
97186,500051919.0,23,2,31,5,,puregym,18.99,No Risk
91253,534325901.0,11,5,27,5,,fivesensesart,7.01,No Risk
133346,279149837.0,10,0,31,7,,sportsdirect,34.99,No Risk
18545,867679563.0,13,4,27,1,,starbucks,5.8,No Risk
80741,192202372.0,10,1,2,5,,fatface,31.45,No Risk
210700,656389634.0,9,0,13,11,,tesco,47.5,No Risk
155458,376271050.0,0,4,1,9,,halifax,813.0,No Risk
27602,812692024.0,11,4,3,2,,fivesensesart,66.97,No Risk
205135,824916823.0,17,4,3,11,,fatface,204.4,Low Risk
174230,540159353.0,9,3,28,9,,starbucks,5.8,No Risk
179521,547010927.0,23,5,30,9,,amazon,7.99,No Risk
205922,824916823.0,1,6,5,11,,justeat,28.23,No Risk
98009,696758548.0,23,2,31,5,,squareonix,12.99,No Risk
122486,683319988.0,8,6,9,7,,sainsburylocal,17.34,No Risk
175617,287480331.0,7,5,30,9,,cooplocal,23.01,No Risk
12716,666952234.0,18,5,14,1,,tesco,5.17,No Risk
37543,819515373.0,11,6,26,2,,sportsdirect,109.98,No Risk
32163,965038148.0,13,6,12,2,,sportsdirect,50.1,No Risk
49041,821971408.0,13,5,11,3,,gamestation,99.97,No Risk
66189,642015139.0,8,0,10,4,,tesco,45.77,No Risk
54134,987229118.0,10,5,25,3,,tesco,133.01,No Risk
212980,282837512.0,19,4,17,11,,deliveroo,28.34,No Risk
147060,308505160.0,6,3,17,8,,topshop,16.05,No Risk
47051,886921642.0,14,0,6,3,,sainsburylocal,17.01,No Risk
151549,126929801.0,12,5,26,8,,fatface,325.49,No Risk
24995,532525712.0,23,1,31,1,,mojangstudios,5.99,No Risk
76725,467207141.0,23,6,30,4,,blizzard,14.99,No Risk
175287,780463728.0,23,4,29,9,235310449.0,,1600.0,No Risk
83973,479366718.0,9,1,9,5,,sportsdirect,49.97,No Risk
173468,992204045.0,17,1,26,9,,selfridges,21.79,No Risk
103489,536924114.0,16,5,10,6,,tesco,61.59,No Risk
223402,679943657.0,23,3,30,11,,puregym,18.99,No Risk
142338,427909748.0,13,0,7,8,,topshop,189.49,No Risk
207962,497809732.0,12,2,8,11,,justeat,37.29,Low Risk
196279,613729471.0,4,6,29,10,,fatface,41.04,No Risk
5561,873701090.0,16,6,1,1,,blackwell's,14.98,No Risk
206785,899692478.0,9,0,6,11,,tesco,78.26,No Risk
93669,703478110.0,17,2,31,5,,fivesensesart,24.98,No Risk
117722,322221939.0,23,4,30,6,,puregym,18.99,No Risk
75930,435984758.0,0,0,1,5,,halifax,694.0,No Risk
201317,939972497.0,23,1,31,10,,xbox,7.0,No Risk
129196,660561861.0,13,6,23,7,,fatface,112.0,No Risk
43086,478986718.0,23,1,28,2,,puregym,18.99,No Risk
21118,211493028.0,11,1,31,1,,grandunionbjj,107.98,No Risk
165100,179173981.0,10,6,10,9,,amazon,27.0,No Risk
105967,241459011.0,16,4,16,6,,tesco,30.55,No Risk
83732,914806976.0,16,0,8,5,,theworks,15.98,No Risk
160434,623156843.0,8,5,2,9,,matalan,6.96,No Risk
24166,202320275.0,23,1,31,1,,puregym,18.99,No Risk
147527,678851253.0,5,4,18,8,,lloydspharmacy,33.62,No Risk
178982,151278285.0,23,5,30,9,,netflix,15.99,No Risk
46468,807098817.0,11,6,5,3,,topshop,143.5,No Risk
194511,192202372.0,16,2,25,10,,fivesensesart,31.98,No Risk
25599,525524239.0,23,1,31,1,,netflix,15.99,No Risk
56873,172084472.0,10,4,31,3,,sportsdirect,22.0,No Risk
164948,549414742.0,5,6,10,9,,justeat,35.4,No Risk
178079,782058249.0,23,5,30,9,,netflix,15.99,No Risk
66616,198946608.0,9,1,11,4,,theworks,26.96,No Risk
83645,549414742.0,12,0,8,5,,deliveroo,33.32,No Risk
40240,683078800.0,0,2,1,3,,halifax,618.0,No Risk
120241,596171893.0,16,1,4,7,,blackwell's,35.95,No Risk
115008,615144184.0,23,4,30,6,,blizzard,14.99,No Risk
49821,170637730.0,12,0,13,3,,fatface,111.26,No Risk
193845,549414742.0,6,1,24,10,,deliveroo,24.68,No Risk
2099,760753808.0,0,6,1,1,,puregym,18.99,No Risk
111570,905860285.0,6,3,29,6,,boots,11.93,No Risk
105132,467207141.0,17,2,14,6,,tesco,148.97,No Risk
186478,832564361.0,5,1,10,10,,tesco,16.04,No Risk
59204,462962606.0,23,4,31,3,,puregym,18.99,No Risk
124988,899983008.0,12,4,14,7,,tesco,51.84,No Risk
222665,585596026.0,23,3,30,11,,netflix,15.99,No Risk
9486,786879739.0,15,6,8,1,,thecrown,6.0,No Risk
19048,564214408.0,13,5,28,1,,tesco,50.37,No Risk
104989,500043411.0,9,2,14,6,,tesco,77.48,No Risk
90100,479456865.0,10,2,24,5,,wool,9.98,No Risk
68210,776431321.0,10,5,15,4,,tesco,28.96,No Risk
40992,572384506.0,23,1,28,2,,squareonix,12.99,No Risk
125088,690958123.0,17,4,14,7,,theworks,10.0,No Risk
178224,955035930.0,23,5,30,9,,grandunionbjj,100.0,No Risk
95060,456246119.0,23,2,31,5,,amazon,7.99,No Risk
199500,448279144.0,0,2,1,11,,lbg,496.0,No Risk
222726,873701090.0,23,3,30,11,,disney,7.99,No Risk
187186,165045150.0,13,2,11,10,,sportsdirect,35.0,No Risk
158262,753525749.0,23,3,31,8,,xbox,7.0,No Risk
185053,822135975.0,13,5,7,10,,justeat,5.99,No Risk
131178,145387690.0,6,4,28,7,,justeat,21.9,No Risk
118810,890830949.0,9,6,2,7,,topshop,59.0,No Risk
214058,659008214.0,12,6,19,11,,tesco,24.67,No Risk
226735,941285623.0,16,5,2,12,,matalan,111.3,No Risk
201554,637649383.0,23,1,31,10,,squareonix,12.99,No Risk
201476,556631012.0,23,1,31,10,,xbox,7.0,No Risk
169583,949032480.0,5,1,19,9,,justeat,32.59,No Risk
14149,779816907.0,13,1,17,1,,gamestation,49.99,No Risk
119002,603721739.0,11,6,2,7,,sportsdirect,28.0,No Risk
145677,143061865.0,8,0,14,8,,tesco,94.58,No Risk
210551,554792076.0,5,0,13,11,,amazon,10.81,No Risk
80328,524425303.0,13,0,1,5,,gamestation,99.98,No Risk
95092,713910252.0,23,2,31,5,,netflix,15.99,No Risk
48036,212560376.0,4,3,9,3,,fittedstitch,12.47,No Risk
140348,179173981.0,3,4,4,8,,looselyfitted,4.7,No Risk
175623,887853850.0,8,5,30,9,,sainsbury,5.78,No Risk
179407,769319491.0,23,5,30,9,,grandunionbjj,100.0,No Risk
156878,534204159.0,23,3,31,8,,amazon,7.99,No Risk
174479,785210466.0,20,3,28,9,,tesco,39.02,No Risk
161895,162370388.0,9,0,4,9,,tesco,30.64,No Risk
179519,547010927.0,23,5,30,9,,squareonix,12.99,No Risk
173360,355940285.0,15,1,26,9,,fatface,77.5,No Risk
90879,340321732.0,13,4,26,5,,coffee#1,5.05,No Risk
143921,742223719.0,3,4,11,8,,justeat,25.49,No Risk
88265,785210466.0,17,4,19,5,,blackwell's,4.99,No Risk
109433,547010927.0,6,5,24,6,,amazon,5.47,No Risk
85417,653640811.0,20,4,12,5,,tesco,123.73,No Risk
33651,519935524.0,8,3,16,2,,starbucks,7.8,No Risk
205047,556631012.0,13,4,3,11,,fatface,127.98,No Risk
161088,950234174.0,4,6,3,9,,looselyfitted,33.4,No Risk
2430,407323346.0,0,6,1,1,,blizzard,14.99,No Risk
26283,948558249.0,8,2,1,2,,starbucks,5.25,No Risk
178940,420109571.0,23,5,30,9,,blizzard,14.99,No Risk
115336,979892433.0,23,4,30,6,,xbox,7.0,No Risk
159553,145387690.0,5,4,1,9,,revella,15.37,No Risk
131384,987656636.0,13,4,28,7,,tesco,155.25,No Risk
122993,534325901.0,2,0,10,7,,amazon,26.49,No Risk
199591,425964226.0,0,2,1,11,,halifax,799.0,No Risk
17712,933745726.0,10,2,25,1,,cex,119.97,No Risk
11406,547010927.0,10,3,12,1,,tesco,290.59,No Risk
61173,261793952.0,23,4,31,3,,disney,7.99,No Risk
208331,865748375.0,6,3,9,11,,revella,36.82,No Risk
127419,806358207.0,18,2,19,7,,selfridges,133.0,No Risk
126448,819515373.0,13,0,17,7,,tesco,60.75,No Risk
71462,858989281.0,11,6,23,4,,looselyfitted,70.69,No Risk
167460,690523499.0,18,3,14,9,,hobbylobby,5.5,No Risk
58842,130522384.0,23,4,31,3,,netflix,15.99,No Risk
212131,874431242.0,6,3,16,11,,justeat,22.64,No Risk
61242,454129843.0,23,4,31,3,,mojangstudios,5.99,No Risk
182002,482513594.0,8,0,2,10,,tesco,33.28,No Risk
27344,848118081.0,18,3,2,2,,fatface,112.49,No Risk
123908,979122276.0,18,1,11,7,,tesco,52.48,No Risk
218700,448004226.0,12,1,28,11,,justeat,28.94,Low Risk
192915,425964226.0,11,6,22,10,,tesco,40.0,No Risk
59985,126929801.0,23,4,31,3,,puregym,18.99,No Risk
138738,641376155.0,10,1,1,8,,sportsdirect,22.04,No Risk
204027,441274121.0,20,2,1,11,,amazon,2.46,No Risk
170375,653667523.0,18,2,20,9,,tesco,90.22,No Risk
4151,670102069.0,0,6,1,1,,amazon,7.99,No Risk
24598,896821055.0,23,1,31,1,,disney,7.99,No Risk
129442,873693307.0,6,0,24,7,,cooplocal,35.87,No Risk
102576,994214354.0,18,3,8,6,,amazon,15.25,No Risk
207041,656317661.0,17,0,6,11,,theworks,19.97,No Risk
109770,482513594.0,0,6,25,6,,cooplocal,3.84,No Risk
166636,718058208.0,5,2,13,9,,amazon,53.58,Low Risk
31643,414454079.0,12,5,11,2,,revella,234.47,No Risk
55024,633345190.0,18,0,27,3,,hobbylobby,19.99,No Risk
138342,108481285.0,23,0,31,7,,amazon,7.99,No Risk
107391,948558249.0,9,0,19,6,,tesco,51.2,No Risk
90932,780463728.0,17,4,26,5,,sainsburylocal,72.96,No Risk
19525,895331556.0,13,6,29,1,,tesco,50.78,No Risk
168330,621652856.0,12,5,16,9,,matalan,200.9,No Risk
204599,642924505.0,17,3,2,11,,sportsdirect,29.98,No Risk
62522,191161970.0,13,5,1,4,,tesco,82.84,No Risk
74491,395284483.0,6,6,30,4,,fittedstitch,0.74,No Risk
118531,851649498.0,14,5,1,7,,tesco,81.07,No Risk
61477,131388684.0,23,4,31,3,,netflix,15.99,No Risk
212215,187111705.0,8,3,16,11,,sainsburylocal,61.84,No Risk
32083,519644021.0,11,6,12,2,,topshop,245.0,No Risk
27899,992204045.0,19,4,3,2,,tesco,59.53,No Risk
43908,957821152.0,23,1,28,2,,grandunionbjj,100.0,No Risk
1045,350921975.0,0,6,1,1,,blizzard,14.99,No Risk
8799,758160963.0,12,5,7,1,,tesco,81.99,No Risk
125071,738958551.0,17,4,14,7,,matalan,179.2,No Risk
31004,785749304.0,8,4,10,2,,tesco,31.22,No Risk
172885,256002321.0,16,0,25,9,,fatface,151.9,No Risk
114514,370757362.0,23,4,30,6,,puregym,18.99,No Risk
34230,987656636.0,15,4,17,2,,lloydspharmacy,21.91,No Risk
207415,901432314.0,11,1,7,11,,boots,16.84,No Risk
75784,624500124.0,0,0,1,5,,lbg,654.0,No Risk
204712,170233640.0,20,3,2,11,,tesco,22.54,No Risk
193344,191161970.0,8,0,23,10,,tesco,66.49,No Risk
86161,344219145.0,13,6,14,5,,matalan,45.49,No Risk
195033,940569402.0,17,3,26,10,,deliveroo,16.35,No Risk
41061,895331556.0,23,1,28,2,,grandunionbjj,100.0,No Risk
196933,234952520.0,8,0,30,10,,tesco,46.16,No Risk
32122,623156843.0,12,6,12,2,,sportsdirect,127.99,No Risk
50821,386277162.0,9,3,16,3,,brilliantbrushes,21.98,No Risk
3398,851181128.0,0,6,1,1,,mojangstudios,5.99,No Risk
55460,259015404.0,12,2,29,3,,deliveroo,28.69,No Risk
140593,956717493.0,12,4,4,8,,sportsdirect,156.98,Low Risk
182550,364357875.0,5,1,3,10,,etsy,5.62,No Risk
54226,494156986.0,13,5,25,3,,tesco,55.67,No Risk
176047,450896297.0,11,5,30,9,,blackwell's,61.0,No Risk
136495,524425303.0,23,0,31,7,,mojangstudios,5.99,No Risk
166092,836110591.0,5,1,12,9,,deliveroo,38.99,No Risk
217532,578131296.0,10,6,26,11,,tesco,70.58,No Risk
151630,173335108.0,14,5,26,8,,sportsdirect,61.98,No Risk
84584,604334058.0,17,2,10,5,,fivesensesart,11.49,No Risk
18312,349107386.0,20,3,26,1,,tesco,141.86,No Risk
191300,540159353.0,9,3,19,10,,starbucks,7.5,No Risk
186590,675231808.0,9,1,10,10,,tesco,150.65,No Risk
222016,570323670.0,23,3,30,11,,netflix,15.99,No Risk
186054,587225252.0,10,0,9,10,,selfridges,83.3,No Risk
142377,823208989.0,14,0,7,8,,fatface,128.1,No Risk
182047,903468956.0,9,0,2,10,,sportsdirect,55.98,No Risk
219149,767447966.0,11,2,29,11,,sportsdirect,100.19,No Risk
32331,758885184.0,18,6,12,2,,topshop,35.99,No Risk
180320,421881811.0,23,5,30,9,,blizzard,14.99,No Risk
194421,475277431.0,9,2,25,10,,wool,12.0,No Risk
147575,901432314.0,7,4,18,8,,amazon,33.52,Low Risk
95111,550832673.0,23,2,31,5,,mojangstudios,5.99,No Risk
15014,130522384.0,13,3,19,1,,fatface,153.48,No Risk
54400,187541224.0,10,6,26,3,,theworks,19.01,No Risk
195683,766941757.0,5,5,28,10,,sainsbury,12.98,No Risk
172897,414805878.0,17,0,25,9,,lloydspharmacy,0.23,No Risk
216450,973086490.0,7,4,24,11,,tesco,70.5,No Risk
79008,764450279.0,23,6,30,4,,netflix,15.99,No Risk
32158,261793952.0,12,6,12,2,,sportsdirect,182.15,Low Risk
224952,709151315.0,23,3,30,11,,netflix,15.99,No Risk
221638,466649401.0,0,4,1,12,,halifax,704.0,No Risk
130179,854895960.0,17,1,25,7,,sportsdirect,34.99,No Risk
3851,349614277.0,0,6,1,1,,mojangstudios,5.99,No Risk
190498,683319988.0,17,1,17,10,,deliveroo,22.15,No Risk
141489,675806859.0,5,6,6,8,,lloydspharmacy,18.54,No Risk
148322,838830098.0,13,5,19,8,,tesco,148.93,No Risk
135339,555393405.0,23,0,31,7,,mojangstudios,5.99,No Risk
59309,310620484.0,23,4,31,3,,mojangstudios,5.99,No Risk
96736,426466211.0,23,2,31,5,,blizzard,14.99,No Risk
84286,802697323.0,5,2,10,5,,selfridges,0.22,No Risk
47275,804317849.0,8,1,7,3,,tesco,148.57,No Risk
177605,661295096.0,23,5,30,9,,amazon,7.99,No Risk
169276,527842638.0,10,0,18,9,,revella,39.49,No Risk
208651,197865285.0,17,3,9,11,,revella,115.46,No Risk
149306,807098817.0,15,0,21,8,,cooplocal,120.84,No Risk
77324,548907062.0,23,6,30,4,,netflix,15.99,No Risk
182954,108481285.0,18,1,3,10,,amazon,1.81,No Risk
124668,639409800.0,17,3,13,7,,tesco,49.33,No Risk
227480,940569402.0,3,0,4,12,,justeat,7.5,No Risk
140501,511179916.0,9,4,4,8,,tesco,135.16,No Risk
11830,585133606.0,9,4,13,1,,tesco,270.12,No Risk
120420,399144202.0,3,2,5,7,,justeat,22.49,No Risk
101383,822135975.0,8,1,6,6,,revella,22.91,No Risk
111224,388862238.0,6,2,28,6,,deliveroo,19.75,No Risk
217004,986267641.0,10,5,25,11,,sportsdirect,83.57,No Risk
191341,943329213.0,10,3,19,10,,blackwell's,20.06,No Risk
152435,392270893.0,9,0,28,8,,sportsdirect,44.99,No Risk
217899,399144202.0,4,0,27,11,,deliveroo,26.74,No Risk
29789,250895529.0,11,1,7,2,,theworks,57.92,No Risk
150355,832564361.0,3,3,24,8,,fatface,13.37,No Risk
203730,299652176.0,12,2,1,11,,sportsdirect,82.22,No Risk
80198,430910686.0,10,0,1,5,,topshop,119.0,No Risk
13306,659008214.0,8,0,16,1,,tesco,60.03,No Risk
30927,868033067.0,19,3,9,2,,tesco,36.65,No Risk
97821,856147482.0,23,2,31,5,,puregym,18.99,No Risk
82210,587202562.0,17,4,5,5,,gamestation,49.99,No Risk
20021,308505160.0,17,0,30,1,,matalan,79.0,No Risk
194456,570410059.0,11,2,25,10,,fatface,62.98,No Risk
152612,296972867.0,17,0,28,8,,tesco,43.76,No Risk
131473,166019891.0,17,4,28,7,,theworks,17.02,No Risk
221826,618138606.0,23,3,30,11,,netflix,15.99,No Risk
27795,583579399.0,17,4,3,2,,sportsdirect,63.98,No Risk
77110,452974357.0,23,6,30,4,,squareonix,12.99,No Risk
9988,936813994.0,14,0,9,1,,fatface,78.49,No Risk
203703,660561861.0,11,2,1,11,,sportsdirect,47.97,No Risk
40477,872286364.0,0,2,1,3,,halifax,991.0,No Risk
123161,743630833.0,9,0,10,7,,tesco,106.87,No Risk
114842,596171893.0,23,4,30,6,,xbox,7.0,No Risk
67936,585596026.0,17,4,14,4,,sportsdirect,89.99,No Risk
48331,823208989.0,17,3,9,3,,sportsdirect,155.13,Low Risk
159366,213096759.0,23,3,31,8,,puregym,18.99,No Risk
197913,280268430.0,5,1,31,10,,lloydspharmacy,0.81,No Risk
158452,578131296.0,23,3,31,8,,puregym,18.99,No Risk
10891,848118081.0,9,2,11,1,,revella,108.97,No Risk
972,994947671.0,0,6,1,1,,lbg,590.0,No Risk
190267,270374623.0,7,1,17,10,,amazon,28.19,No Risk
86021,116598243.0,10,6,14,5,,gamestation,50.08,No Risk
38110,989506909.0,19,0,27,2,,tesco,55.76,No Risk
195317,613729471.0,9,4,27,10,,coffee#1,7.1,No Risk
67359,254853117.0,21,2,12,4,208381936.0,,1160.0,No Risk
50983,587202562.0,17,3,16,3,,craftastic,31.98,No Risk
138347,682194230.0,23,0,31,7,,disney,7.99,No Risk
84799,996042490.0,9,3,11,5,,wool,5.97,No Risk
113278,499244466.0,23,4,30,6,641376155.0,,650.0,No Risk
36191,180719578.0,13,2,22,2,,tesco,39.06,No Risk
123294,310740977.0,14,0,10,7,,topshop,168.67,No Risk
137370,373875019.0,23,0,31,7,,disney,7.99,No Risk
157858,929044080.0,23,3,31,8,,disney,7.99,No Risk
194123,315546581.0,17,1,24,10,,fatface,181.3,No Risk
136732,833899961.0,23,0,31,7,,blizzard,14.99,No Risk
205266,901432314.0,21,4,3,11,,cooplocal,10.05,No Risk
214802,588565416.0,2,1,21,11,,cooplocal,16.56,Low Risk
181032,547010927.0,5,6,1,10,,justeat,30.65,No Risk
20915,779236304.0,9,1,31,1,,cex,119.97,No Risk
158946,241459011.0,23,3,31,8,,grandunionbjj,100.0,No Risk
157689,506618547.0,23,3,31,8,,puregym,18.99,No Risk
111316,903663593.0,9,2,28,6,,theworks,34.95,No Risk
70307,654329190.0,10,3,20,4,,blackwell's,16.98,No Risk
169063,609939116.0,4,0,18,9,,fittedstitch,75.0,No Risk
110524,890567652.0,12,0,26,6,,cooplocal,125.37,No Risk
93279,975345315.0,9,2,31,5,,coffee#1,5.4,No Risk
79479,564214408.0,23,6,30,4,,blizzard,14.99,No Risk
862,833499132.0,0,6,1,1,,halifax,837.0,No Risk
12554,916270283.0,12,5,14,1,,tesco,48.02,No Risk
108526,547010927.0,2,3,22,6,,fatface,23.86,No Risk
45859,146686559.0,9,5,4,3,,tesco,41.59,No Risk
27400,417850087.0,20,3,2,2,,tesco,94.62,No Risk
216809,809499628.0,5,5,25,11,,deliveroo,10.29,No Risk
186267,851181128.0,17,0,9,10,,amazon,12.26,No Risk
80101,145387690.0,9,0,1,5,,gamestation,60.7,No Risk
171737,532478725.0,12,5,23,9,,deliveroo,31.68,No Risk
48298,280098744.0,17,3,9,3,,fatface,219.74,No Risk
119664,788740658.0,12,0,3,7,,looselyfitted,35.0,No Risk
13478,768271776.0,10,0,16,1,,wool,24.0,No Risk
221702,551196328.0,23,3,30,11,,netflix,15.99,No Risk
140532,828750680.0,9,4,4,8,,fivesensesart,15.98,No Risk
216000,117273481.0,9,3,23,11,,starbucks,5.5,No Risk
111644,690958123.0,9,3,29,6,,tesco,54.14,No Risk
26938,478412511.0,8,3,2,2,,starbucks,5.6,No Risk
171526,853907490.0,8,5,23,9,,sainsburylocal,4.41,No Risk
47834,585625048.0,13,2,8,3,,coffee#1,6.0,No Risk
39320,448004226.0,16,1,28,2,,revella,113.34,No Risk
123737,570269025.0,13,1,11,7,,topshop,211.5,No Risk
118840,572384506.0,9,6,2,7,,lloydspharmacy,3.07,No Risk
6007,262767079.0,10,0,2,1,,blackwell's,21.96,No Risk
108821,252760664.0,17,3,22,6,,fatface,24.8,No Risk
190637,600585971.0,20,1,17,10,,tesco,98.09,No Risk
136415,329840194.0,23,0,31,7,,squareonix,12.99,No Risk
136164,992204045.0,23,0,31,7,,grandunionbjj,100.0,No Risk
45748,373163757.0,20,4,3,3,,tesco,97.04,No Risk
107942,679911053.0,15,1,20,6,,selfridges,69.29,Medium Risk
8688,678726554.0,10,5,7,1,,revella,84.0,No Risk
161560,151968462.0,15,6,3,9,,tesco,91.06,No Risk
202537,583579399.0,23,1,31,10,,squareonix,12.99,No Risk
29752,610450243.0,10,1,7,2,,gamestation,79.98,No Risk
213839,834383043.0,9,6,19,11,,brilliantbrushes,1.99,No Risk
224636,261894284.0,23,3,30,11,,mojangstudios,5.99,No Risk
218969,842682241.0,5,2,29,11,,sainsbury,3.58,No Risk
184079,979135922.0,18,3,5,10,,tesco,30.56,No Risk
213403,581655972.0,11,5,18,11,,theworks,12.98,No Risk
107540,670102069.0,16,0,19,6,,looselyfitted,53.89,No Risk
137542,308068836.0,23,0,31,7,,netflix,15.99,No Risk
109665,570323670.0,13,5,24,6,,deliveroo,39.22,No Risk
212434,964702094.0,17,3,16,11,,matalan,270.9,Low Risk
65632,425730826.0,16,5,8,4,,sportsdirect,53.98,No Risk
79095,695607232.0,23,6,30,4,,netflix,15.99,No Risk
138719,828750680.0,10,1,1,8,,fivesensesart,51.98,No Risk
92143,366550080.0,13,0,29,5,,looselyfitted,0.51,No Risk
177775,904154012.0,23,5,30,9,,blizzard,14.99,No Risk
171516,287480331.0,7,5,23,9,,deliveroo,35.7,No Risk
116767,570323670.0,23,4,30,6,,puregym,18.99,No Risk
125718,572384506.0,4,6,16,7,,cooplocal,8.45,No Risk
225323,899692478.0,23,3,30,11,,grandunionbjj,100.0,No Risk
18378,215832575.0,8,4,27,1,,tesco,143.82,No Risk
30229,165691047.0,10,2,8,2,,fatface,29.5,No Risk
33498,857997794.0,16,2,15,2,,tesco,84.51,No Risk
196629,489964679.0,15,6,29,10,,fittedstitch,95.89,No Risk
122661,703478110.0,11,6,9,7,,theworks,29.96,No Risk
34150,519933553.0,10,4,17,2,,sportsdirect,30.99,No Risk
148259,248658670.0,11,5,19,8,,matalan,287.0,No Risk
124703,667367404.0,18,3,13,7,,boots,41.61,No Risk
191444,632065391.0,16,3,19,10,,tesco,87.5,No Risk
117290,585596026.0,23,4,30,6,,puregym,18.99,No Risk
182070,168414279.0,9,0,2,10,,sportsdirect,163.97,Low Risk
194122,667367404.0,17,1,24,10,,amazon,0.9,No Risk
218190,285873880.0,14,0,27,11,,fatface,35.69,No Risk
220478,666952234.0,16,3,30,11,,tesco,41.46,No Risk
3957,826597014.0,0,6,1,1,,squareonix,12.99,No Risk
177792,538003940.0,23,5,30,9,,netflix,15.99,No Risk
86504,192202372.0,9,0,15,5,,tesco,312.19,No Risk
194767,678330503.0,7,3,26,10,,starbucks,7.5,No Risk
169550,450896297.0,4,1,19,9,,fittedstitch,21.62,No Risk
146827,494977194.0,17,2,16,8,,fatface,36.75,No Risk
92024,916270283.0,9,0,29,5,,sportsdirect,28.0,No Risk
84567,408057540.0,17,2,10,5,,sportsdirect,45.11,No Risk
192000,678330503.0,18,4,20,10,,sainsburylocal,6.46,No Risk
89008,629078930.0,12,6,21,5,,sportsdirect,25.0,No Risk
63326,187111705.0,8,0,3,4,,sainsburylocal,25.31,No Risk
176179,500843551.0,13,5,30,9,,brilliantbrushes,17.97,No Risk
40692,208381936.0,23,1,28,2,,puregym,18.99,No Risk
216166,979135922.0,17,3,23,11,,topshop,287.0,No Risk
199580,490790931.0,0,2,1,11,,halifax,701.0,No Risk
101846,425730826.0,6,2,7,6,,deliveroo,17.94,No Risk
110248,126929801.0,2,0,26,6,971129830.0,,940.0,No Risk
214044,690958123.0,12,6,19,11,,looselyfitted,27.3,No Risk
61109,939972497.0,23,4,31,3,,puregym,18.99,No Risk
91769,548907062.0,13,6,28,5,,revella,67.87,No Risk
150609,147508204.0,13,3,24,8,,justeat,32.74,No Risk
30379,812012103.0,14,2,8,2,,gamestation,49.98,No Risk
138,490790931.0,0,6,1,1,121113546.0,,410.0,No Risk
149165,792845450.0,9,0,21,8,,fivesensesart,12.99,No Risk
101544,895331556.0,11,1,6,6,,topshop,186.5,No Risk
83710,116598243.0,15,0,8,5,,gamestation,20.03,No Risk
196044,113747882.0,13,5,28,10,,boots,8.66,No Risk
135531,215832575.0,23,0,31,7,,mojangstudios,5.99,No Risk
69608,886921642.0,12,1,18,4,,sportsdirect,47.99,No Risk
89876,998405607.0,17,1,23,5,,matalan,35.0,No Risk
148637,151968462.0,9,6,20,8,,revella,5.79,No Risk
127705,779236304.0,12,3,20,7,,deliveroo,29.48,No Risk
166537,656812046.0,18,1,12,9,,amazon,21.16,No Risk
118162,742223719.0,10,5,1,7,,tesco,123.95,No Risk
99145,766941757.0,7,4,2,6,,justeat,28.27,No Risk
86097,945054126.0,12,6,14,5,,sainsbury,72.17,No Risk
64616,290818242.0,9,3,6,4,,starbucks,4.7,No Risk
11111,418717120.0,16,2,11,1,,matalan,345.8,Low Risk
226259,930277104.0,7,5,2,12,,fatface,4.46,No Risk
31752,572136270.0,14,5,11,2,,matalan,151.5,No Risk
64957,358846516.0,8,4,7,4,,coffee#1,6.5,No Risk
195438,497772347.0,14,4,27,10,,looselyfitted,56.0,No Risk
